round_trip_bps,sharpe,cagr,total_return
0,0.9298365466568496,0.2820247133796574,132.47125943430606
2,0.7730589264198853,0.2190542400349158,48.48996351294538
5,0.5378924960644385,0.13032875366636776,10.169908733460208
10,0.14594844547202754,-0.003480507098955754,-0.06637465931391995
20,-0.6379396557127938,-0.22559942275471,-0.9935016977849263
