ticker,gross_sharpe,tstat,net_sharpe_10bps,pct_years_positive,first_half_sharpe,second_half_sharpe,breakeven_bps,robustness_score
NVDA,1.029547522730295,4.107451636943689,0.31067763349769906,0.8125,1.6327792743741019,0.8723244289446745,14.321750544168056,0.9173798661986824
YHOO,0.9298365466568496,4.1268836783118035,0.14594844547202754,0.8,1.122524952777606,1.2600347586982772,11.861853053406882,0.8375361288265518
ORCL,0.8390286936735374,3.750388691097102,-0.09184954092639663,0.65,1.6361636751616804,-0.14580184827629253,9.013302304077715,-0.013366802728899318
