round_trip_bps,sharpe,cagr,total_return
0,1.029547522730295,0.3475158313658322,114.27829111314117
2,0.885773544883776,0.28133758180614254,50.71839804201649
5,0.6701125781139969,0.18809151741146635,14.536773391282518
10,0.31067763349769906,0.04746268964573819,1.091889720141408
20,-0.4081922557348963,-0.18598251716671932,-0.9621917211127065
